"HITID","Food","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"22IXULRGNTBJ40LDP16PFN62MQSS6Y","tomato sauce","A2HM35CWB7IIFM","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 17:15:40 UTC 2012"
"2BGT3DHJHP4BERJGWUZR0X9X5PKV2P","tomato","A2HM35CWB7IIFM","Vegetables","A3NU1SQPI1NXY4","Vegetables","Yes","Vegetables","Tue Sep 11 18:07:35 UTC 2012"
"256GQSCM6IAA36DIMQL08OQKMJMIIR","ingrediente","A2HM35CWB7IIFM","Unknown","A2UFD1I8ZO1V4G","Unknown","Yes","Unknown ","Tue Sep 11 18:40:59 UTC 2012"
"2YATLB3L0FBJAWNBBAARMVE5TY9KWB","coffee","A1K9WP8Q74E9G2","Beverages","A2ELWPBL46UA0E","Beverages","Yes","Beverages","Tue Sep 11 16:25:16 UTC 2012"
"2FB3DHJHP4BDEYF4Q4IS59X3ICNW3C","poop","A2H321P1NSEW35","Unknown","A2HM35CWB7IIFM","Unknown","Yes","Unknown ","Tue Sep 11 18:31:26 UTC 2012"
"2IQN46UXFCD46BBELJ4SVTKIPCBSU1","bacon","A2ELWPBL46UA0E","Meat and Protein","A2HM35CWB7IIFM","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 16:29:00 UTC 2012"
"2JYTP9RA7S5WNF59QOFFF0JMJUSSXT","coffee","A2HM35CWB7IIFM","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 16:58:08 UTC 2012"
"2UZJHP4BDDKG5C7RKT0XBG3595U6ZJ","orange juice","A2HAIY6HUOISQY","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 16:24:35 UTC 2012"
"2RHHHRRLFQ0OO1UR9XBHW9EGTKPGP9","porq!!!","A1KAXCLAH6UVMS","Unknown","A2ELWPBL46UA0E","Unknown","Yes","Unknown ","Tue Sep 11 16:37:27 UTC 2012"
"28YNTBJ3MMDX6TO7F2TKPB9MF66BXB","Starbucks passion tea lemonade shaken","A2ELWPBL46UA0E","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 17:42:11 UTC 2012"
"2YD8ER9Y8TNKJ0YSE1BFPS2OO986T3","croissant sausage and egg mcmuffin","A2HM35CWB7IIFM","Fast-foods","A2UFD1I8ZO1V4G","Fast-foods","Yes","Fast-foods","Tue Sep 11 18:42:33 UTC 2012"
"2LOUXFCD45XCF7MDKJKKQN3TIYMVX1","vegetable soup","A2HAIY6HUOISQY","Vegetables","A2V3P1XE33NYC3","Vegetables","Yes","Vegetables","Tue Sep 11 16:24:53 UTC 2012"
"2JGU98JHSTLB4ZZF3F0IWBJEL0WEQH","peach and green apple","A2HM35CWB7IIFM","Fruits","A2V3P1XE33NYC3","Fruits","Yes","Fruits","Tue Sep 11 16:51:53 UTC 2012"
"2W342J1LY58B8G6MSE7FSHD187XQ5S","coffee","A2V3P1XE33NYC3","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 17:17:52 UTC 2012"
"2LTLYHVI44OS3YKU09EE7SBAREU3XD","lentils","A2ELWPBL46UA0E","Meat and Protein","A2HAIY6HUOISQY","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 16:41:00 UTC 2012"
"2FT49F9SSSHX2FIOFOK5P5F8LD5XTM","bread","A1K9WP8Q74E9G2","Grains","A2HM35CWB7IIFM","Grains","Yes","Grains","Tue Sep 11 16:40:13 UTC 2012"
"2N2W4ZMAZHHRSZEQSKEN3RH1MQ6JA0","black beans and vegetarian chorizo","A1K9WP8Q74E9G2","Meat and Protein","A2ELWPBL46UA0E","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 18:21:05 UTC 2012"
"2N9LPHIT3HVWB9JIYYEJY21748RJBV","artichoke hearts and green olives","A2HAIY6HUOISQY","Vegetables","A2V3P1XE33NYC3","Vegetables","Yes","Vegetables","Tue Sep 11 16:35:43 UTC 2012"
"2MBYMNCWYB49GNRSKDO19JONU2NQMI","cucumber","A2ELWPBL46UA0E","Vegetables","A2UFD1I8ZO1V4G","Vegetables","Yes","Vegetables","Tue Sep 11 17:47:37 UTC 2012"
"2I8P6AUC26DG7LC1PZM0NK0CQTK3A8","Oaxaca cheese and onions omelette","A2ELWPBL46UA0E","Meat and Protein","A2HM35CWB7IIFM","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 17:43:05 UTC 2012"
"2525UFJ51Y7QF2YFQMJ1KSTMQOF9CX","lamb chop cabbage mushrooms pepper red juice","A2HAIY6HUOISQY","Meat and Protein","A2HM35CWB7IIFM","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 17:28:29 UTC 2012"
"2V9ILKH1Q6SVRMG80IHUEL5OD4UJ09","chocolate","A2BERTY629PZDT","Fat, Oil and Sweets","A2ELWPBL46UA0E","Fat, Oil and Sweets","Yes","Fat, Oil and Sweets","Tue Sep 11 17:01:57 UTC 2012"
"2CQER9Y8TNKINDRMXG6H02OM2YXU7F","onion","A2HAIY6HUOISQY","Vegetables","A2HM35CWB7IIFM","Vegetables","Yes","Vegetables","Tue Sep 11 17:11:09 UTC 2012"
"2KVHJHP4BDDKHIX8JOO953G37GE5YA","water","A2HM35CWB7IIFM","Beverages","A2UFD1I8ZO1V4G","Beverages","Yes","Beverages","Tue Sep 11 17:49:08 UTC 2012"
"2U425L8I9NZW7VDZYK54YW7TAFRJTL","coffee","A1K9WP8Q74E9G2","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 16:30:12 UTC 2012"
"2ROX3YOCCF0CQJJXHP9NQIXYID6RSV","coffee","A2HAIY6HUOISQY","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 16:59:02 UTC 2012"
"2C88H88MQU6L62AV4ESR5X4AKSXTAF","coffee","A1KAXCLAH6UVMS","Beverages","A2HAIY6HUOISQY","Beverages","Yes","Beverages","Tue Sep 11 16:51:13 UTC 2012"
"2UJX3V0FK0COLGIETIYPSK9LT5ONGK","water","A17B7QTKWFQ5PQ","Beverages","A2ELWPBL46UA0E","Beverages","Yes","Beverages","Tue Sep 11 16:58:46 UTC 2012"
"2CFX2Q45UUKQPCFNASSN08OG2AIBTS","spinaci","A2HAIY6HUOISQY","Vegetables","A2UFD1I8ZO1V4G","Vegetables","Yes","Vegetables","Tue Sep 11 18:40:55 UTC 2012"
"28G0LWSBRI8IVP1YM5ZJPSTLDC41DH","beef","A2HAIY6HUOISQY","Meat and Protein","A2V3P1XE33NYC3","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 17:22:56 UTC 2012"
"2RVZXR24SMEZ0GLICIE928P90CQH02","coffee","A17B7QTKWFQ5PQ","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 16:56:35 UTC 2012"
"26AI2KYEPLSP8JJLE2NJBOAHSN7UO5","tie","A2HM35CWB7IIFM","Unknown","A3NU1SQPI1NXY4","Unknown","Yes","Unknown ","Tue Sep 11 18:16:38 UTC 2012"
"2TFKNQY2RCJK7HYV6Z8R8KUICZQS3S","water","A2HAIY6HUOISQY","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 16:28:03 UTC 2012"
"23T3Q39Z0B6UU25TWAMS1VRKIYELWF","protein shake","A2HAIY6HUOISQY","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 18:13:21 UTC 2012"
"2IMIXKO2L92HFQVAYTUYWCCF2L7EDC","carrots snow peas broccoli","A17B7QTKWFQ5PQ","Vegetables","A2HM35CWB7IIFM","Vegetables","Yes","Vegetables","Tue Sep 11 16:52:53 UTC 2012"
"2OIG5R98D8J3WS6WKOKN6CG3OL2EUM","garlic","A2HM35CWB7IIFM","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 17:07:10 UTC 2012"
"2IANQQ7Q670524JCFNS21QC1ZVYBV8","cappuccino","A1K9WP8Q74E9G2","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 16:46:34 UTC 2012"
"2J11LY58B727NEHG7G8D96YFU4X8TQ","coffee","A2BERTY629PZDT","Beverages","A2HAIY6HUOISQY","Beverages","Yes","Beverages","Tue Sep 11 16:31:51 UTC 2012"
"2UWY5COW0LGR0H7CJBCCEVNU15W6XM","brown rice","A2HM35CWB7IIFM","Grains","A53VNQRRFQ785","Grains","Yes","Grains","Tue Sep 11 17:27:01 UTC 2012"
"2SLQ39Z0B6UTPKS46RJT3RKGR59MXA","coffee","A2BERTY629PZDT","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 17:54:23 UTC 2012"
"29DQ8H88MQU6MJNBN891ZXX4CR0S99","tomato sauce","A2HAIY6HUOISQY","Vegetables","A2UFD1I8ZO1V4G","Vegetables","Yes","Vegetables","Tue Sep 11 18:31:23 UTC 2012"
"2JODG67D1X3V1TJ04KB2RE1M9Y2HAT","bread","A17B7QTKWFQ5PQ","Grains","A2HM35CWB7IIFM","Grains","Yes","Grains","Tue Sep 11 16:57:05 UTC 2012"
"2JSC9KSSZVXX3435MQBQWYGNK5JL38","jaja","A2HAIY6HUOISQY","Unknown","A2HM35CWB7IIFM","Unknown","Yes","Unknown ","Tue Sep 11 18:12:37 UTC 2012"
"2EXB0HFL42J1MC4833T7U0IGHTZ0LS","meat","A2HAIY6HUOISQY","Meat and Protein","A2HM35CWB7IIFM","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 16:17:34 UTC 2012"
"2NF3YOCCF0CP6YWPLEEIQXYG6Y4STA","coffee","A2HAIY6HUOISQY","Beverages","A2RPXVZF0CCRE4","Beverages","Yes","Beverages","Tue Sep 11 16:38:00 UTC 2012"
"297W1INMHGYQ5X2N27XBNMFFQ7GJ6A","chicken","A2HAIY6HUOISQY","Meat and Protein","A2HM35CWB7IIFM","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 16:32:33 UTC 2012"
"2T46IAA2SEIUV8Z0GMBKI4IIUHANNS","bread","A1KAXCLAH6UVMS","Grains","A2HAIY6HUOISQY","Grains","Yes","Grains","Tue Sep 11 17:05:00 UTC 2012"
"2OM6OQ1SNQQ7RK60XXHKKNR1428Q68","vodka","A17B7QTKWFQ5PQ","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 16:52:32 UTC 2012"
"29E1VP9746OQ26MQI3H6F051STUK09","seitan steak","A2HAIY6HUOISQY","Meat and Protein","A2HM35CWB7IIFM","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 17:07:50 UTC 2012"
"2I63W5XH0JPPTW1KQAGL0P75MU4EKP","pizza-sandwich with tomatoe","A2HAIY6HUOISQY","Fast-foods","A2HM35CWB7IIFM","Fast-foods","Yes","Fast-foods","Tue Sep 11 18:37:40 UTC 2012"
"2808IUB2YU98KVRTD7UL8FBJBR5K8V","comida","A2HM35CWB7IIFM","Unknown","A2UFD1I8ZO1V4G","Unknown","Yes","Unknown ","Tue Sep 11 18:37:59 UTC 2012"
"2JMSMEZZ2MIKN18U0L0YB8TWY60M51","French fries","A2HAIY6HUOISQY","Fast-foods","A2HM35CWB7IIFM","Fast-foods","Yes","Fast-foods","Tue Sep 11 17:27:29 UTC 2012"
"204JUNU8LZ6R8EF5J5ZDGJ3VGGE3JO","coffee","A2ELWPBL46UA0E","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 18:03:47 UTC 2012"
"23DHVKCJ011K3L3JZ5BQ4618PDO974","banana","A2HAIY6HUOISQY","Fruits","A2RPXVZF0CCRE4","Fruits","Yes","Fruits","Tue Sep 11 16:38:14 UTC 2012"
"2KXDEY5COW0LH5Y308IFTC6VP3GV4L","panela cheese","A2HAIY6HUOISQY","Dairy","A2HM35CWB7IIFM","Dairy","Yes","Dairy","Tue Sep 11 16:24:19 UTC 2012"
"2N970G5R98D8KHUEZSJS1NYCIC3SCQ","Ivan","A2HM35CWB7IIFM","Unknown","A2V3P1XE33NYC3","Unknown","Yes","Unknown ","Tue Sep 11 17:22:21 UTC 2012"
"2HXK0COK2JE1NLOKC5CR46OZCLHSL6","hot dogs","A2HM35CWB7IIFM","Meat and Protein","A6WUFL0T08JBZ","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 17:13:09 UTC 2012"
"25F7H57DZKPFFIDG5D4MA5L8KI5C28","spinach salad","A2HM35CWB7IIFM","Vegetables","A2V3P1XE33NYC3","Vegetables","Yes","Vegetables","Tue Sep 11 17:00:52 UTC 2012"
"2BFFCD45XCETORRNLG9NBTGP69RXZ2","salad with lettuce","A2HAIY6HUOISQY","Vegetables","A2HM35CWB7IIFM","Vegetables","Yes","Vegetables","Tue Sep 11 17:08:58 UTC 2012"
"25HFYQS1CSTMPTWR5OVIK1EYFWFLO3","yogurt ice cream","A1KAXCLAH6UVMS","Dairy","A2HM35CWB7IIFM","Dairy","Yes","Dairy","Tue Sep 11 17:18:16 UTC 2012"
"2C6X7H57DZKPGS3E898DU25LARS1BA","sceumbled eggs with tomato","A2HM35CWB7IIFM","Meat and Protein","A2UFD1I8ZO1V4G","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 18:09:29 UTC 2012"
"2X7GSNTL0XULSUMT3FUMUDX5HYP0MU","pumpkin","A1K9WP8Q74E9G2","Fruits","A2HAIY6HUOISQY","Fruits","Yes","Fruits","Tue Sep 11 16:35:53 UTC 2012"
"2PFMB3Q39Z0B78SOYPVE3STVTTYJUC","puffins chocolate and peanut butter cereal","A2HM35CWB7IIFM","Cereal Grains and Pasta","A53VNQRRFQ785","Cereal Grains and Pasta","Yes","Cereal Grains and Pasta","Tue Sep 11 18:04:21 UTC 2012"
"2SLQ39Z0B6UTPKS46RJT3RKGR59XML","potatoes","A1KAXCLAH6UVMS","Vegetables","A2HM35CWB7IIFM","Vegetables","Yes","Vegetables","Tue Sep 11 16:49:28 UTC 2012"
"2P1IA0RYNJ92OXJMS12MRTUH05K384","ham","A2HAIY6HUOISQY","Meat and Protein","A2HM35CWB7IIFM","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 16:22:05 UTC 2012"
"28GNJ92NJKM06PLJLQ8Y42GTRI98D7","example","A2HAIY6HUOISQY","Unknown","A2HM35CWB7IIFM","Unknown","Yes","Unknown ","Tue Sep 11 17:29:51 UTC 2012"
"2GRO9Z6KW4ZMBDGHJNCFY0ONP49E54","arepa","A2HM35CWB7IIFM","Grains","A2UFD1I8ZO1V4G","Grains","Yes","Grains","Tue Sep 11 18:21:20 UTC 2012"
"22R2HECWA6X3Z2BC7W3PDKXPVR5LKJ","wheat with chard","A2BERTY629PZDT","Grains","A2HAIY6HUOISQY","Grains","Yes","Grains","Tue Sep 11 16:25:04 UTC 2012"
"29AZVXX2Q45UVYPOQCEI41NSAXY8QC","sugar","A2BERTY629PZDT","Fat, Oil and Sweets","A6WUFL0T08JBZ","Fat, Oil and Sweets","Yes","Fat, Oil and Sweets","Tue Sep 11 16:58:52 UTC 2012"
"22XQ0ONNVRH1LVN96CIBF6NVBU1MV7","coffee","A2BERTY629PZDT","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 16:28:12 UTC 2012"
"297W1INMHGYQ5X2N27XBNMFFQ7G6JX","picana","A2BERTY629PZDT","Meat and Protein","A2HM35CWB7IIFM","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 16:23:50 UTC 2012"
"2JME6AUBXHWSILEL15MB7WDRN6N2Y6","water","A2HM35CWB7IIFM","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 16:57:56 UTC 2012"
"20ZSTLB3L0FBKNHO3F5JZEVE707JV1","almond milk","A17B7QTKWFQ5PQ","Beverages","A2HAIY6HUOISQY","Beverages","Yes","Beverages","Tue Sep 11 16:59:32 UTC 2012"
"2C79746OQ1SNR46QY3R59QKCP0J3NS","banana","A2HM35CWB7IIFM","Fruits","A53VNQRRFQ785","Fruits","Yes","Fruits","Tue Sep 11 17:17:22 UTC 2012"
"2HOUFBNFSVGUMT29XON6VG1FUC5J5U","coffee","A2HM35CWB7IIFM","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 17:12:16 UTC 2012"
"2JS1QP6AUC26EU575XO330FK2L718B","labne (cream of yogurt) with tortillas","A2BERTY629PZDT","Dairy","A2HM35CWB7IIFM","Dairy","Yes","Dairy","Tue Sep 11 19:02:15 UTC 2012"
"2ZZPCGJ2D21O4A4X9WAPXSI2M7WB51","cilantro","A2HM35CWB7IIFM","Vegetables","A2RPXVZF0CCRE4","Vegetables","Yes","Vegetables","Tue Sep 11 16:42:11 UTC 2012"
"2ZSA2SEIUUU012PKC6VIQS8S43KQQ5","scrambled eggs with cheese and tortilla wraps","A2HM35CWB7IIFM","Meat and Protein","A2UFD1I8ZO1V4G","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 18:28:07 UTC 2012"
"2B3RGNTBJ3MMEB4FH3E6AKHBBVUV9H","grilled vegetables","A2HM35CWB7IIFM","Vegetables","A53VNQRRFQ785","Vegetables","Yes","Vegetables","Tue Sep 11 17:25:36 UTC 2012"
"2M5QYN5F3Q0JHJSYEJ3W6B49HIAEAA","tomato","A2HM35CWB7IIFM","Vegetables","A2UFD1I8ZO1V4G","Vegetables","Yes","Vegetables","Tue Sep 11 18:08:00 UTC 2012"
"2AOS8SV7WGKCD9KLV813BMHARZM0QH","yoghurt","A1K9WP8Q74E9G2","Dairy","A2ELWPBL46UA0E","Dairy","Yes","Dairy","Tue Sep 11 17:56:38 UTC 2012"
"236FXRDS4IC1FCCNPF6M91A2K4GVY7","nachos with cheese and pico de gallo","A1IV0802ICNA0A","Fast-foods","A2HM35CWB7IIFM","Fast-foods","Yes","Fast-foods","Tue Sep 11 17:40:45 UTC 2012"
"22M2J1LY58B73LL0AC6KPD160OB6RQ","protein shake","A2BERTY629PZDT","Meat and Protein","A2HM35CWB7IIFM","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 17:01:41 UTC 2012"
"2LWGDHDM25L8JNMZO28E76OE6ZEOEJ","labne (cream of yogurt)","A2HAIY6HUOISQY","Dairy","A2HM35CWB7IIFM","Dairy","Yes","Dairy","Tue Sep 11 17:54:42 UTC 2012"
"20N1Y7QEOZFYR60CKPDONXRDUD0EHL","basmati rice","A2HM35CWB7IIFM","Grains","A53VNQRRFQ785","Grains","Yes","Grains","Tue Sep 11 17:09:49 UTC 2012"
"2LKAESCWY2AOPGFMEA7OWGQSEVO00J","cheese","A2O7FZKP2KMHQM","Dairy","A6WUFL0T08JBZ","Dairy","Yes","Dairy","Tue Sep 11 17:15:28 UTC 2012"
"24DP3TVOK5UFKJ0YZM5O7FYQUAU36I","protein shake","A1KAXCLAH6UVMS","Beverages","A2HAIY6HUOISQY","Beverages","Yes","Beverages","Tue Sep 11 16:52:17 UTC 2012"
"26U6SK9RJ85O0WYE9I1AXMOOSEWT59","substitute sugar","A1IV0802ICNA0A","Fat, Oil and Sweets","A2HM35CWB7IIFM","Fat, Oil and Sweets","Yes","Fat, Oil and Sweets","Tue Sep 11 17:58:52 UTC 2012"
"2TUF0CP5KXPTJ1HIPU74XM7N0FNXYB","couscous","A1K9WP8Q74E9G2","Cereal Grains and Pasta","A2HM35CWB7IIFM","Cereal Grains and Pasta","Yes","Cereal Grains and Pasta","Tue Sep 11 17:10:15 UTC 2012"
"2SST2D5NQYN5GHP0BCWT6MNCY7T95P","spinach and avocado with chipotle","A1K9WP8Q74E9G2","Vegetables","A2HM35CWB7IIFM","Vegetables","Yes","Vegetables","Tue Sep 11 16:59:27 UTC 2012"
"2T5HMVHVKCJ02FJ2Z0A7HKQW8AQ646","example","A1K9WP8Q74E9G2","Unknown","A2FCGEU5RTEWG8","Unknown","Yes","Unknown ","Tue Sep 11 17:51:25 UTC 2012"
"2TYW40SPW1INNVFYI0A3VAB6DO4E1M","pink lemonade","A17B7QTKWFQ5PQ","Beverages","A1K9WP8Q74E9G2","Beverages","Yes","Beverages","Tue Sep 11 16:53:34 UTC 2012"
"2I2274J79KQW7F7NW2LXNCD476UGIX","water","A1K9WP8Q74E9G2","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 16:34:12 UTC 2012"
"2QC8P9Y38TWWYW2SMU9M8JTAIWOIZO","milk","A2HAIY6HUOISQY","Dairy","A2HM35CWB7IIFM","Dairy","Yes","Dairy","Tue Sep 11 17:36:16 UTC 2012"
"2NKNJQ2172Z9A4G63GCC3EBU3C1QY8","tomato","A2FCGEU5RTEWG8","Vegetables","A2HM35CWB7IIFM","Vegetables","Yes","Vegetables","Tue Sep 11 17:50:06 UTC 2012"
"29AZVXX2Q45UVYPOQCEI41NSAXYQ8U","crumb cake","A2ELWPBL46UA0E","Fat, Oil and Sweets","A2HAIY6HUOISQY","Fat, Oil and Sweets","Yes","Fat, Oil and Sweets","Tue Sep 11 17:40:29 UTC 2012"
"2FKRCJK63ZVE4VQ0CQ9AY9JL70KX8X","comida","A1K9WP8Q74E9G2","Unknown","A2HM35CWB7IIFM","Unknown","Yes","Unknown ","Tue Sep 11 17:04:23 UTC 2012"
"2929RJ85OZIZFVLA2LDOWQ5EYYFW84","toast jam butter orange banana  water","A2ELWPBL46UA0E","Unknown","A2HM35CWB7IIFM","Unknown","Yes","Unknown ","Tue Sep 11 18:49:21 UTC 2012"
"2HJ1K274J79KRA510JV62XFCFDNEGM","hamburger","A17B7QTKWFQ5PQ","Meat and Protein","A2HAIY6HUOISQY","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 16:53:18 UTC 2012"
"2JYMMEGOOGQSD05I26TSMIUUW9JCCI","ensure","A2HM35CWB7IIFM","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 17:21:59 UTC 2012"
"2H1G5TYMNCWYCI8F1OJSPX11LX5JNK","rice","A2HAIY6HUOISQY","Grains","A2HM35CWB7IIFM","Grains","Yes","Grains","Tue Sep 11 16:39:38 UTC 2012"
"2CPWGKCCVLL3DO23ED1PY4C9PZBV5Q","chicken","A2HAIY6HUOISQY","Meat and Protein","A53VNQRRFQ785","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 17:16:47 UTC 2012"
"2W20COK2JE1M83JK1HIWEOZAE9MTMZ","coconut water","A2ELWPBL46UA0E","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 17:28:41 UTC 2012"
"20R2NJKM05BMK7THQSTG1P9RCGABGJ","jaja","A2BERTY629PZDT","Unknown","A3NU1SQPI1NXY4","Unknown","Yes","Unknown ","Tue Sep 11 18:39:39 UTC 2012"
"2A3B3L0FBJ9IPPIEBN5VM5RPTB4YMT","Coffee","A17B7QTKWFQ5PQ","Beverages","A2BERTY629PZDT","Beverages","Yes","Beverages","Tue Sep 11 16:52:39 UTC 2012"
"2M998D8J3VE7X6RTFU3GBMCKAJCHXY","azuca xD","A2HM35CWB7IIFM","Unknown","A3NU1SQPI1NXY4","Unknown","Yes","Unknown ","Tue Sep 11 18:33:42 UTC 2012"
"2BT2YU98JHSTMP2LSB2JHIOBLN1OCQ","cookies","A2HM35CWB7IIFM","Fat, Oil and Sweets","A2O7FZKP2KMHQM","Fat, Oil and Sweets","Yes","Fat, Oil and Sweets","Tue Sep 11 16:40:08 UTC 2012"
"2M998D8J3VE7X6RTFU3GBMCKAJAXHC","mua","A1K9WP8Q74E9G2","Unknown","A2HM35CWB7IIFM","Unknown","Yes","Unknown ","Tue Sep 11 17:23:08 UTC 2012"
"2IUSTMOFXRDS5WB16U4N5JFM3ARURE","tuna","A1K9WP8Q74E9G2","Meat and Protein","A2HM35CWB7IIFM","Meat and Protein","Yes","Meat and Protein","Tue Sep 11 17:02:27 UTC 2012"
"2GFR24SMEZZ2NWJMF5L8X9Y3A2EJ2T","water","A1K9WP8Q74E9G2","Beverages","A2HAIY6HUOISQY","Beverages","Yes","Beverages","Tue Sep 11 17:39:08 UTC 2012"
"2K80JG5TYMNCXCA41B0S0SHX3A1HLB","zucchini","A2BERTY629PZDT","Vegetables","A6WUFL0T08JBZ","Vegetables","Yes","Vegetables","Tue Sep 11 17:14:13 UTC 2012"
"26R746OQ1SNQRLP6ZWW1YKCNTAKO4D","cesar salad","A2BERTY629PZDT","Vegetables","A2HM35CWB7IIFM","Vegetables","Yes","Vegetables","Tue Sep 11 16:28:30 UTC 2012"
"2UWY5COW0LGR0H7CJBCCEVNU15UX6B","watermelon juice","A2HM35CWB7IIFM","Beverages","A53VNQRRFQ785","Beverages","Yes","Beverages","Tue Sep 11 17:18:33 UTC 2012"
"295TL0XULRGNUPI3EI4XDFP7PFK3PO","Coffee-Mate","A1IV0802ICNA0A","Fat, Oil and Sweets","A2HM35CWB7IIFM","Fat, Oil and Sweets","Yes","Fat, Oil and Sweets","Tue Sep 11 18:18:38 UTC 2012"
"2F5J92NJKM05C0ITMDPWAGTPB0SE9V","coffee","A2BERTY629PZDT","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 17:42:03 UTC 2012"
"2N9LPHIT3HVWB9JIYYEJY21748RBJN","coffee","A1K9WP8Q74E9G2","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 17:09:54 UTC 2012"
"2OVZKPFE4EGDIRL2XHZIHNZW8QWH72","water","A2HM35CWB7IIFM","Beverages","A6WUFL0T08JBZ","Beverages","Yes","Beverages","Tue Sep 11 17:21:23 UTC 2012"
"2XO7D1X3V0FK1QNKUF51U7PKMI3KD2","azuca xD","A1IV0802ICNA0A","Unknown","A2HM35CWB7IIFM","Unknown","Yes","Unknown ","Tue Sep 11 17:43:08 UTC 2012"
"2XNR98D8J3VE8ARSLJPCO3MCMHSGW4","water","A1K9WP8Q74E9G2","Beverages","A2HM35CWB7IIFM","Beverages","Yes","Beverages","Tue Sep 11 16:43:05 UTC 2012"
"2359U8P9Y38TXAWIVOLYQM0JVJXXGD","iu","A2HM35CWB7IIFM","Unknown","A53VNQRRFQ785","Unknown","Yes","Unknown ","Tue Sep 11 17:08:57 UTC 2012"
"2ETNVP3TVOK5VTI5TUYQMOZF0ZB417","caca","A2HAIY6HUOISQY","Unknown","A2HM35CWB7IIFM","Unknown","Yes","Unknown ","Tue Sep 11 17:14:01 UTC 2012"
"2C79746OQ1SNR46QY3R59QKCP0IN3B","salad with lettuce","A2HAIY6HUOISQY","Vegetables","A2HM35CWB7IIFM","Vegetables","Yes","Vegetables","Tue Sep 11 16:42:05 UTC 2012"
"2YGW2GTP9RA7TJVMT20Y0OF72S3UPM","couscous","A1K9WP8Q74E9G2","Grains","A2HM35CWB7IIFM","Grains","Yes","Grains","Tue Sep 11 17:39:50 UTC 2012"
"241KM05BMJTUICV28PG9ZA7S754EJQ","dogged","A2BERTY629PZDT","Unknown","A2HM35CWB7IIFM","Unknown","Yes","Unknown ","Tue Sep 11 17:11:15 UTC 2012"
"26DH8MZ9O9Z6LA3ZE6QHPRRLHZI904","vegetables","A17B7QTKWFQ5PQ","Vegetables","A1K9WP8Q74E9G2","Vegetables","Yes","Vegetables","Tue Sep 11 16:55:10 UTC 2012"
"2YIJPPSI2KYEQZRPZ1BLU6WJ5XSQKD","cheese","A1K9WP8Q74E9G2","Dairy","A2HM35CWB7IIFM","Dairy","Yes","Dairy","Tue Sep 11 17:05:17 UTC 2012"
"2OOO33FDEY5CPAZL8NQ3GCRFNLO0RI","coffee","A17B7QTKWFQ5PQ","Beverages","A1K9WP8Q74E9G2","Beverages","Yes","Beverages","Tue Sep 11 16:57:54 UTC 2012"
